feature_a,feature_b,label
2.4314546363447995,2.647520562147675,11
1.378777282143998,1.4023739491583564,00
2.6973649175810768,2.993859766610767,11
2.190846276941291,2.0445315020532253,11
0.29586686425840997,0.36410702384634686,00
3.06500801258003,2.7806016295571543,11
2.391190896128417,1.5370719291712425,10
2.4694938467072425,0.44497194124571826,10
0.4024808472381962,0.4796902027518496,00
1.4149291537728625,2.159951559634855,01
1.1648963488946873,0.14882511912349813,00
2.911518080570994,0.900360866417876,10
2.0227619311481257,0.4391556672831562,10
2.584781839907326,1.3856856125499293,10
1.3930267895333472,1.3017307660847055,00
0.71389149897019,1.6395231733001432,01
1.7422794926816068,0.8785034371853266,10
0.20048782294913559,0.1006679049851294,00
2.6000800098138064,1.9301508787585755,11
1.98443223581609,1.1740697323694442,10
2.381602875028699,2.046229247067647,11
1.1137761769836036,0.34138735716654633,00
3.0495377822931538,0.04328283817768496,10
2.8058227535116944,0.7800393850850388,10
2.4453638760824625,1.4342857159342008,10
0.6114755346919513,1.2380136190332836,00
1.466247276584905,2.5456405548321595,01
0.13761358879672583,1.18701196724585,00
0.4847147348055089,1.6664301130025367,01
2.1458615735486934,1.8645842250073847,11
2.3397393176716945,0.06858533961212332,10
3.0395214676919404,1.6183392323188897,11
1.0236105514800815,1.0833193512555053,00
1.1638334909301784,1.3234905542330828,00
1.4751530871544736,0.31506215436031026,00
0.5952418297648656,2.4593033381207903,01
0.4081604467052448,2.9606502710518474,01
1.494471101507868,0.06995956329406021,00
0.7128567440090996,1.8892682537171277,01
2.104282724966207,2.3996869102812535,11
1.3733532568319955,0.8947494281891164,00
2.6159357035397037,2.4741788396998947,11
2.199947700015573,1.9866019819478127,11
0.9813287457923376,2.919050499532948,01
2.614621277941264,3.0819175084852537,11
2.5282417933828625,0.1330342406464069,10
1.2172992289860773,1.3978132013471336,00
0.9058094531307292,1.7184128150590645,01
2.1441228613958465,0.4610074634091748,10
0.4390453758279357,1.0564730943769425,00
0.6280301402881412,3.102785966208409,01
0.023129252563505273,0.05098948240991815,00
2.472195843291439,1.4215955933681181,10
2.088690566802409,2.647277569103371,11
2.2153423730583595,1.017565827447374,10
2.452732588302892,1.507331451458972,10
1.4417264290477112,3.0726213298422684,01
1.786753162999484,1.4918695808320328,10
0.4391852223117547,0.41130143243777756,00
0.359806837635713,0.16248785825183987,00
2.0998498343986047,2.9701137585593846,11
1.479992380353288,0.8350648999999596,00
1.7757415996650008,1.5835634658029651,11
2.4033147904627716,0.2849480020158652,10
1.9940264112127115,1.330951814377479,10
1.7391209782858004,2.92201266633951,11
1.7568011080325978,1.5783769698590115,11
0.9548873951313996,3.050911058545002,01
0.09681708267818401,0.8131561364322475,00
1.3719881417073039,1.5850756184575903,01
0.6741376317028023,2.700295621082394,01
1.2834305859063189,1.4082263040203686,00
2.681044825530223,0.8780354795792138,10
0.7349425701791278,2.6875551170406755,01
0.18316346497451316,1.2248738911222148,00
0.8839935680148079,1.667316392283829,01
0.9223519925396345,3.0678502578814135,01
2.0794720599557737,0.585854548822242,10
1.7499681176086705,0.9468780261074214,10
2.4626888548909043,0.09760802732938209,10
2.0870025379727473,1.2309944708528702,10
1.2767019784155387,0.628894794895797,00
2.557320460339152,2.136392757261841,11
0.5245608985304795,0.5696381627969864,00
0.07135208210513018,2.1199867855069883,01
0.28289369788423263,0.8277324696009856,00
2.269358829085702,1.115949738099239,10
1.45103011341816,1.0959780615955075,00
0.5066502362433198,2.251742032761622,01
1.574078584584277,1.4655820739070062,10
0.4785025829365039,1.135053966385671,00
2.187554974889105,2.67859327041809,11
1.401641277696358,1.7968358837304883,01
1.1970134847664848,0.6717693372380299,00
0.9472281642354797,2.8277201469764406,01
1.9800911642278247,1.076467652769653,10
1.1366678392906762,0.12245732611274875,00
0.275360342611201,1.5538324301020074,00
0.3707264751820471,0.3893628813316735,00
3.021890636453934,0.7491644277050606,10
2.854390423120558,2.34711802905183,11
2.1981947912442212,0.4107689363465861,10
0.8352551177314281,2.535090047087352,01
3.0447573871083784,2.94338105348694,11
2.4465181188753506,1.9054767908079857,11
2.2521769516924977,2.2316592190689017,11
1.4117107939410005,2.241798451385188,01
0.8552720906945629,3.118998184986319,01
0.30282113857388515,1.072974095452443,00
2.8356090580946742,0.5116289449730438,10
1.4318634438216848,1.6310119711913587,01
0.6357432601964069,1.6752536850954487,01
0.9611910827488234,0.5589285662130475,00
1.819671942603307,1.926140046558695,11
0.5553480762365135,0.044374158924704,00
2.691133141864687,2.914356238117562,11
2.38295938253468,0.8311846075321006,10
